block_size,cache_index_and_filter_blocks,compaction_readahead_size,compression_type,level0_file_num_compaction_trigger,level0_slowdown_writes_trigger,level0_stop_writes_trigger,max_background_compactions,max_background_flushes,max_bytes_for_level_multiplier,max_write_buffer_number,min_write_buffer_number_to_merge,write_buffer_size,cost,time,status,seed
2048,False,240000,zstd,2,1,256,32,2,14,1,4,1073741824,-193004,0.1,SUCCESS,1
8,False,320000,zstd,1,256,1024,8,8,10,8,2,536870912,-204387,0.1,SUCCESS,1
1024,False,240000,snappy,1,1,2,-1,2,15,4,8,1073741824,-272534,0.1,SUCCESS,1
1,False,240000,lz4,1,2,1,32,0,15,32,1,1073741824,-261270,0.1,SUCCESS,1
1024,False,160000,snappy,1,1,1,-1,2,15,4,8,1073741824,-264062,0.1,SUCCESS,1
524288,False,0,lz4,32,1,32,16,2,6,2,32,33554432,-12416,0.1,SUCCESS,1
4,False,240000,lz4,2,20,16,64,4,15,1,1,1073741824,-254267,0.1,SUCCESS,1
1024,False,360000,lz4,1,1024,2,32,2,15,1,16,1073741824,-263105,0.1,SUCCESS,1
32,False,360000,zstd,1,1024,2,16,2,15,64,16,1073741824,-214912,0.1,SUCCESS,1
1024,False,240000,snappy,1,1,2,-1,2,15,1,8,1073741824,-271162,0.1,SUCCESS,1
1024,False,400000,lz4,2,20,128,-1,5,6,128,2,1073741824,-254604,0.1,SUCCESS,1
1024,False,240000,snappy,1,1,2,8,3,15,4,16,1073741824,-262840,0.1,SUCCESS,1
256,False,0,zstd,1,64,64,8,10,5,8,32,1073741824,-235505,0.1,SUCCESS,1
16384,False,240000,snappy,1,2,2,-1,2,15,4,8,1073741824,-192501,0.1,SUCCESS,1
512,False,360000,snappy,2,1024,2,32,2,15,32,16,1073741824,-260615,0.1,SUCCESS,1
1,False,160000,snappy,1,2,1,16,0,15,32,1,1073741824,-261943,0.1,SUCCESS,1
1024,False,400000,lz4,1,64,256,32,5,12,8,1,1073741824,-261905,0.1,SUCCESS,1
1,False,280000,lz4,2,1,1,1,7,14,4,1,536870912,-231589,0.1,SUCCESS,1
128,False,80000,snappy,1,1,2,8,10,10,64,2,1073741824,-268052,0.1,SUCCESS,1
8192,False,160000,snappy,1,1,2,-1,10,13,4,16,1073741824,-222999,0.1,SUCCESS,1
1024,False,320000,snappy,1,1,2,-1,2,15,4,8,1073741824,-267297,0.1,SUCCESS,1
1,False,240000,snappy,1,128,8,8,3,13,64,2,536870912,-231673,0.1,SUCCESS,1
2048,False,40000,lz4,2,256,512,-1,8,10,32,32,134217728,-168134,0.1,SUCCESS,1
256,False,400000,snappy,4,64,256,256,9,13,128,16,536870912,-126760,0.1,SUCCESS,1
1,False,160000,lz4,1,1,1,16,0,15,2,4,1073741824,-253731,0.1,SUCCESS,1
4,False,280000,lz4,2,0,512,1,10,15,8,8,1073741824,-250934,0.1,SUCCESS,1
1,False,200000,lz4,1,2,1,16,0,15,128,1,1073741824,-261387,0.1,SUCCESS,1
256,False,240000,snappy,1,1,2,-1,10,11,64,8,1073741824,-268731,0.1,SUCCESS,1
